,replacement
4023,sopa kati
4024,magoweko
4030,itundu
4031,maande
4033,jj
4038,ishihimulwa
4039,iwaleni
4040,nyabenge
4042,mtindili
4046,kabagombe
4048,katanini street
4055,mlesa
4059,nanyati
4062,mwigagi
4063,manuwas
4065,igo
4068,plot
4072,mara a
4077,busango
4080,mungumaji
4085,mkatanga
4087,kishiha
4088,miyomboni
4094,afrka ya kati
4095,buseko
4098,jineri
4099,nsambya
4102,nguti
4103,mgeo
4104,liomero
4105,mbae mashariki
4106,mahango
4107,ngerengere kaskazini
4110,mganza kati
4111,maande
4112,chakahaya
4118,ng'ombo kati
4120,salimu
4121,ikungulyankoma
4124,masia
4134,salanga
4135,mkwaja
4138,itugutu
4139,kihogazi
4147,sambandole
4150,mchemela
4153,gudugudu
4157,ormelili
4160,sebuleni
4162,makovo
4164,mparamawe
4165,miziro
4166,kagenyi b
4170,ugunigu
4174,mkapita
4177,lisimonji
4180,maande
4181,emao
4182,bermi a
4183,namwawala a
4187,nyundo
4188,nkwasabaya
4190,lusangi
4191,mchanga wa kichwa b
4192,msaranga street
4193,masia
4194,marumbo
4197,msanzi kati
4199,kilosi
4201,kamnyalile
4203,rabai
4204,namalema
4207,nyamihini
4209,kwiriba
4210,maande
4211,endamagai
4212,ikovo
4213,kabakara
4224,metto
4226,swebo
4227,kwekangaga
4229,sogeambele
4234,mbuyura a
4235,mlete
4236,mapinduzi b
4238,temekelo
4241,lusangi
4245,ngerekwe
4246,lumemo a
4247,sayuni
4252,mzambaraweni
4253,reha
4256,mwabakali
4257,ngana
4259,mhekela kati
4267,godauni a
4269,katyongoli
4270,maini
4271,sangamwampuya
4276,unyarughe
4280,hemwambo
4284,mubamba
4285,wichamike
4286,mayale
4288,nyanzenda center
4289,chiloloma
4290,sangamwampuya
4293,kibululu
4296,liwola
4297,kishoju 1
4298,chela center
4303,mji a
4304,nampako
4310,matanana
4312,bukene mjini
4313,junjuhu
4314,kwiriba
4315,mahango
4318,mwiluti
4320,centre
4323,mahokoi
4325,tlawi juu
4326,shuleni street
4328,igelango
4331,ishihimulwa
4333,reha
4335,busota
4336,unyang'ongo
4337,nselembwe
4338,murusagamba
4340,ishigwandama
4341,amuhama
4343,sanya hoi
4344,mjenga
4348,sovoyo
4351,endasak
4355,moteti
4357,nyakasero
4361,geteba
4362,mtamba shule
4364,idopedope
4366,itungulu
4368,mbagula chini
4369,bermi a
4373,igumbiro kati
4374,kiegeani
4376,kabagombe
4377,msembeta
4382,murigha
4388,mwakilu
4397,itete a
4401,kenswa mta wa kwanza
4402,kilungu
4405,mpondomo
4408,jj
4415,lung'angali
4417,kwetongo
4420,moteti
4422,iwengi
4424,mubamba
4427,mkapita
4428,shebomeza
4430,ukalawa
4437,msete
4439,lepoloseki
4441,lwanji
4445,sogeambele
4449,simha
4453,ngelele
4454,kilongoni
4455,chakwale mjini
4456,mahango
4457,tupa
4458,irua
4459,jj
4460,chakwale mjini
4462,chakwale mjini
4463,weruweru
4464,godauni a
4465,stand a
4469,nyanswega
4479,merali
4481,mkwalia
4482,mkululu
4484,tupa
4495,omukashenyi
4496,madizini kati
4499,kwasungura
4501,igo
4506,nyashitundu
4515,nselembwe
4517,junjuhu
4519,eworendeke
4522,olubomba
4530,makugira a
4532,kiromo b
4537,kapugi
4538,kimeroki
4544,no 1
4548,mtamba shule
4549,mubamba
4552,makiungu
4554,kisondela
4557,nduamughanga
4566,mbae mashariki
4569,ngwamkanga
4571,godauni a
4577,mlesa
4578,igo
4582,lusangi
4584,nyakahanga
4587,dumanang
4592,moteti
4594,ukereni
4595,mugumu
4596,ruhuwiko kanis
4600,burengo
4601,iwanga kati
4605,magwila
4606,mofi
4610,mubamba
4611,lyamrakana
4612,chivu a
4613,no 1
4614,shinga
4616,mkwalia
4623,mkapita
4624,ngumbulu
4626,lumbila kati
4627,mondelo
4632,hudumani
4633,ilongelo
4634,godauni a
4638,amuhama
4639,oltukay
4640,landani
4642,mgololo
4647,kabirizi mangaribi
4650,mshoka
4651,ilulwe
4652,kisondela
4654,lusangi
4655,endaqulaqula
4656,endaqulaqula
4657,rusindasinde
4659,mwiluti
4661,itugutu
4662,stand a
4664,dinyanga
4665,itugutu
4670,jj
4672,bulifani
4673,kimandafu
4674,maini
4675,no 1
4678,ngando
4679,omukashenyi
4680,mtindili
4681,junjuhu
4682,mofi
4684,iyunguya
4687,changaraw
4688,mashishineni
4689,kishewa
4693,kashenshero
4694,kaluyango
4697,mkomambinda
4699,usisya kati
4700,difungo
4702,majiji
4704,misheni kati
4708,komankwavi
4711,kwiriba
4713,sangamwampuya
4714,nyundo
4717,ngando
4718,shuleni street
4720,usisya kati
4721,izika
4722,kamnyalile
4723,kiwalaa
4724,kinepa
4726,kisanzuni
4731,mishenye
4732,masanwa
4735,umarini
4737,mishenye
4739,go down
4740,mubamba
4743,olborumu
4747,ikungulyankoma
4748,kahangara
4750,mhalule b
4751,busale
4753,mtamba chini
4754,olimareti
4755,kigongoni street
4756,ruponda
4757,ngando
4758,ngando
4770,siuyu
4771,shambwe
4773,wita
4778,libaratua
4782,kisondela
4787,kamazi
4790,miziro
4792,balangai
4796,isalalo
4798,swebo
4802,zongomela
4803,friend's corner
4804,junjuhu
4811,shinga
4815,nsololo tankini
4816,namalema
4818,bukigi
4819,tambuka relini
4820,mengeni
4821,bastena
4825,tuleane
4827,nyashishi
4828,benaco
4829,mahango
4830,endamagai
4831,kishewa
4832,riata
4836,katanini street
4842,emao
4843,mamburay
4848,kigugu
4850,junjuhu
4852,chimate kati
4855,loloiboni
4856,tuleane
4857,mchombe a
4858,bukuma
4862,isuhuni
4864,ng'ai
4867,ngando
4869,zobogo
4870,kibati
4871,godauni a
4872,migege
4878,omukashenyi
4879,maliseni
4881,misha
4886,mhalule b
4887,lutowelo
4888,kidoma
4889,itungulu
4891,nyanzenda center
4893,kamsweke
4895,mumasiga
4900,irangi
4902,mnyaki
4907,amuhama
4911,mnadan
4912,matwalani
4915,tlawi juu
4917,kwitangi
4918,changaraw
4919,mipeko b
4920,no 1
4921,m/kati
4925,ganga b
4926,maliseni
4927,toatoa
4928,sambandole
4931,msowero c
4942,tupa
4944,ruponda
4946,msanzi kati
4955,nyanzenda center
4956,msegelele
4957,matongolo
4960,madizini kati
4963,kahangara
4965,chanyangabwa a
4966,igegu
4967,zinga
4974,changaraw
4981,bukigi
4982,mungumaji
4984,lusangi
4985,iduta
4991,ikungulyankoma
4992,sebuleni
5000,omukashenyi
5002,ngando
5003,kanalunwa
5005,kabirizi mangaribi
5006,dinyanga
5008,igelango
5010,mubamba
5013,itungulu
5014,imalangi
5016,kidalini
5017,makugulu 'b'
5018,nyanswega
5019,mofi
5020,nkana
5021,orbesh
5025,kyijila
5026,mubamba
5027,endaqulaqula
5028,emao
5029,shanga
5031,wasso
5035,lusangi
5036,mpeto b
5038,ibadakuli kati
5040,ikunya
5042,ngagama
5044,moyamayoka
5045,mwayaya
5047,shungubweni
5049,dinyanga
5052,godauni a
5055,lituhi 'a'
5056,ishilanga
5058,booni
5059,mafungu mifugoni
5063,kibati
5068,mokoro
5071,ndarara
5074,mtupili
5075,mubamba
5076,kaole
5078,bulifani
5079,isalalo
5080,isingiro stati
5084,lusangi
5086,liwola
5087,nyaruziba
5088,nyashishi
5090,lufingo
5092,kwitangi
5093,sopa kati
5095,endaqulaqula
5099,ntete
5102,nyakasero
5105,uyamba
5108,misha
5110,dulaghag
5115,migege
5120,unyarughe
5121,chizomoche
5125,no 1
5126,kiloweko
5127,leshabala
5128,shambwe
5130,chiminula a
5132,nyaruyoba
5138,misheni c
5142,m/kati
5143,toatoa
5149,mungumaji
5150,friend's corner
5152,ngerezini
5154,usange
5157,shebomeza
5159,mungumaji
5160,usisya kati
5161,upogoro
5164,kwa faki
5165,nkiniziwa c
5169,kiloweko
5179,no 1
5180,kahangara
5181,kiegeani
5184,tuleane
5186,chakahaya
5187,mwabeya
5191,magubika
5193,lituhi 'a'
5194,tundwi centre
5195,kanalunwa
5196,ishigwandama
5198,nsololo tankini
5199,ilela
5201,njeje
5203,mubamba
5207,oltukay
5210,junjuhu
5211,swila
5212,kimaroroni
5213,mubamba
5218,siuyu
5220,i/kati
5224,amuhama
5225,kamilangete
5227,ndolelezi
5231,kidalini
5234,kidalini
5237,mang'amba
5238,bukiriro kati
5242,centre
5245,naweru
5247,mgwashi
5249,kiwela a
5250,marukeni
5253,fukayosi
5254,nyanzenda center
5255,masumuni
5261,mshoka
5263,madizini kati
5266,mahango
5271,ikokotela
5273,mahembe kati
5276,manka a
5277,imalangi
5278,mwabeya
5282,chabula
5284,mria
5285,nsololo tankini
5288,marukeni
5295,ndalambo kati
5299,michenga c
5304,hinjiri
5306,tundwi centre
5307,kayuki
5310,kiwili
5312,mtaa wa pugu station
5314,litembo chini
5316,unyarughe
5318,mgama a
5319,tandai
5321,dumanang
5322,kyangwe
5323,mpunga
5324,chakahaya
5325,mbarika
5326,simha
5327,siuyu
5328,kibati
5329,ngombezi
5331,mbagula chini
5333,izika
5334,kilungu
5335,simambwe
5338,sogeambele
5339,kingereka
5342,mkeha
5343,bulale
5344,komsanga
5345,mkondachi
5351,no 1
5355,marumbo
5357,ndalambo kati
5360,ngerengere kaskazini
5361,kisanzuni
5362,mirambi
5364,bukigi
5366,gedamar b
5367,itinde
5368,bukigi
5371,mahokoi
5372,nakibondo
5373,mbae mashariki
5376,mkapita
5378,naimba
5380,ilela
5381,mwang'holo
5382,kipera njiapanda
5384,centre
5385,bukigi
5396,kipera njiapanda
5397,izigira
5401,mugongo
5402,kasumo
5406,msanzi kati
5408,msaranga street
5409,kwaraa
5410,chakwale mjini
5416,nyakasero
5421,kibisha
5422,mahango
5426,nyambili kaskazin
5427,doma store
5428,sebuleni
5429,tia
5431,tambuka relini
5435,ighembe
5436,ndulele
5438,lusangi
5440,ikemeja
5442,kimiza
5443,dosidosi
5455,lulanzi
5457,itundu
5458,kamsamba kati
5459,kasese
5460,mokoro
5462,gudedeshi
5463,mungumaji
5470,ilovi
5472,maduka
5473,ishima
5475,ipombwe
5477,isalalo
5479,kasumo
5481,igo
5485,ikokotela
5486,nyakasero
5488,mwabusalu
5491,mwarongo
5495,kabagombe
5497,nyaruziba
5498,msaranga street
5499,itungulu
5503,mlenvya
5504,kibati
5505,kidalini
5509,centre
5510,itaja
5512,bangamoyo
5513,nakibondo
5515,magadirisho
5518,kwaraa
5519,shambwe
5521,kamnyalile
5522,matwalani
5528,dosidosi
5530,malinyi mjini
5532,hilu
5538,kilungu
5540,iziwira
5541,endaqulaqula
5546,mwalukuliko
5548,gwanumpu a
5552,kahangara
5553,kaluyango
5554,moteti
5557,msaranga street
5561,migege
5562,mubamba
5566,zegereni
5567,kagarama
5569,janda juu
5570,igegu
5571,centre
5579,bondo
5588,nselembwe
5589,kumwai
5593,sopa kati
5594,lundusi
5598,shuleni street
5602,ngando
5605,nyambili kaskazin
5608,nangurukuru
5609,kigale
5611,busota
5613,mchekeni
5614,ruponda
5616,nyabuchegeche
5618,rusesa
5619,muningori
5620,mandel
5622,kiduguda a
5629,ihenye
5631,mumigongo
5632,lundusi
5636,kumwai
5644,ibangamoyo
5647,katoke centre
5648,lumbila kati
5649,senta 'b'
5651,kingereka
5656,mkwalia
5658,national park
5660,ihenye
5661,kinyamwel
5662,malla
5663,nselembwe
5666,ngando
5667,sango
5669,kabirizi mangaribi
5670,no 1
5673,mshoka
5677,zongomela
5679,kimelembe kati
5684,igelehedza b
5686,kagondo kaifo
5688,sebuleni
5691,mshoka
5692,mirambi
5694,nduta
5697,mugongo
5698,ikokotela
5699,usomeke
5708,buswalila
5711,ishigwandama
5712,ipapa kati
5714,nyanzenda center
5716,masia
5719,mtalala
5721,weruweru
5722,jj
5723,madizini kati
5724,nsojo
5727,shebomeza
5728,tuleane
5729,leshabala
5731,mchekeni
5732,igomamhuli a
5734,manka a
5736,igongolo kati
5738,luhorya
5741,amuhama
5742,mofi
5749,marumbo
5753,isalalo
5758,weruweru
5759,sufi
5763,mahango
5766,usari
5768,katanini street
5769,maini
5770,sopa kati
5773,kihogazi
5778,isalalo
5780,embaruway
5781,no 1
5784,tuleane
5786,ibangamoyo
5793,ilongelo
5796,sebuleni
5802,izigira
5803,kabwana
5807,mshoka
5818,ikunya
5819,kamambande
5826,maforoni kati
5828,kasemi
5836,iwanga kati
5842,kibosou
5843,bangamoyo
5848,nanyati
5849,tuleane
5850,kipogoro
5852,mshoka
5853,itugutu
5855,mchekeni
5858,madindo
5860,vugwama kati
5863,tuleane
5864,mungumaji
5873,iwengi
5876,manuwas
5878,irangi
5880,ifugwa
5881,bermi a
5888,kingobwe
5890,changaraw
5893,mokoro
5894,ngwamkanga
5897,mikaragata
5900,kiwida
5902,kainam
5904,nyakuguma
5905,tuleane
5908,kashenshero
5910,kilungu
5912,kasanda
5913,uhemeli kati
5916,ipilingitya
5917,tuleane
5919,kisondela
5921,nselembwe
5923,masa chini
5925,lomishila
5928,izika
5929,stand a
5932,isalalo
5935,komankwavi
5936,nzihi b
5939,chalinze mzee b
5943,mayanda
5944,litembo chini
5947,centre
5948,shebomeza
5949,masanwa
5950,lobulu
5954,igomamhuli a
5956,itugutu
5957,kainam
5960,mwantondo
5966,mirambi
5967,komstari
5968,buhekela
5969,madilu
5971,bonite street
5974,soine
5979,kabirizi mangaribi
5980,no 1
5984,kingobwe
5986,magoweko
5991,mumigezi
5992,omukashenyi
5997,lusangi
5998,kerenero
5999,junjuhu
6000,simha
6001,bukigi
6003,kilungu
6007,sebuleni
6010,mishenye
6014,matarau
6017,mkongea
6018,makaviti
6020,maini
6022,mlesa
6023,tundwi centre
6026,kahangara
6028,mbangamao
6031,mvumi a
6032,nyaruziba
6035,maliaseli
6036,kigale
6038,nyambili kaskazin
6042,mombea
6044,m/kati
6047,igegu
6050,bukigi
6052,chakahaya
6056,kibati
6059,centre
6060,mungumaji
6062,simbo
6067,marumbo
6069,nakindu
6070,kiswila
6072,liomero
6074,mirambi
6075,matimba
6076,ng'ombo kati
6080,izika
6086,kihogazi
6090,makanya a
6092,muhintiri
6093,kanalunwa
6094,ngado
6096,mirambi
6097,some
6099,misheni c
6101,ngando
6103,intera
6104,mtukura
6105,kaluyango
6110,mungumaji
6114,simha
6117,nakiu
6123,uvinza
6124,michenga c
6125,no 1
6131,kashenshero
6132,matongolo
6134,kamnyalile
6136,kishiha
6137,mumigezi
6138,kiswila
6139,shihando
6140,changaraw
6143,dakau kati
6144,centre
6147,siuyu
6148,mubamba
6151,usisya kati
6153,kwanadenge
6154,kitwechembogo b
6155,msegelele
6156,shuleni street
6168,mlete
6169,goha
6170,walla
6173,mwagwisu
6174,nselembwe
6175,nyanswega
6176,katanini street
6180,kamwene
6181,mahokoi
6182,mchekeni
6186,halare
6188,matadi a
6195,walla
6198,godauni a
6200,chakwale mjini
6201,jj
6203,rengoni
6215,kashenshero
6217,uvinza
6221,matarura
6223,mchekeni
6236,kilosa sido
6238,ngombezi
6239,stand a
6240,mtalala
6241,kingobwe
6243,maliaseli
6244,bulale
6245,igominyi
6247,msela
6249,no 1
6250,madindo
6253,mungaa
6254,no 1
6255,jj
6261,bugumwa
6262,mtaa wa zingiziwa
6266,kamwene
6268,nyalikungu
6269,kagembe a
6272,ilengititu
6273,kenswa mta wa kwanza
6274,mzambaraweni
6275,ikovo
6281,jineri
6283,marukeni
6285,mkoka
6292,mbugui juu
6293,madizini kati
6296,njiwa juu
6297,kiduguda a
6301,m/kati
6302,igegu
6303,kihogazi
6304,kamilangete
6305,amuhama
6309,kishale
6311,mengeni
6315,nure
6316,kimandafu
6320,moa
6321,centre
6325,kabera
6329,kapolo
6332,no 1
6333,lituhi 'a'
6336,engutukoit
6341,nsololo tankini
6348,nyambili kaskazin
6354,lituhi 'a'
6358,dakau kati
6360,nzumba
6367,orbesh
6372,mtoninganga
6378,reha
6380,nkoakirua
6381,amuhama
6384,oltukay
6385,kisanjuni
6387,ngerengere kaskazini
6391,endamagai
6392,mwantondo
6393,ishilanga
6396,shungubweni
6397,malla
6398,nyashishi
6401,mpondomo
6402,kamilangete
6403,mganza kati
6407,orbesh
6410,shimbumbu
6412,madizini kati
6414,lungwana
6416,masa chini
6417,mpingi b
6418,nyanungu
6422,centre
6424,tlawi juu
6425,nyankuba
6426,national park
6428,jabutwa
6438,buswalila
6445,bugugo
6447,nyamihini
6448,welu kati
6452,kereshu
6455,godown a
6456,nduta
6460,mgwasi
6461,mzambaraweni
6462,magubika
6466,centre
6467,riata
6470,igegu
6471,lukozi
6473,nzihi b
6474,nsololo tankini
6475,nkiniziwa c
6476,nyanzenda center
6478,m/kati
6481,dinyanga
6482,itunda a
6484,kisemvule mjini
6487,lumbila kati
6488,buswalila
6492,nyamerama
6495,msanzi kati
6496,chakahaya
6499,hilu
6505,wichamike
6508,kiwili
6510,mwalukuliko
6512,katanini street
6518,mubamba
6523,ngando
6527,mria
6529,lusangi
6536,kaduduma
6538,mahango
6539,kinepa
6544,stahabu azimio
6549,noseiya
6550,embaruway
6552,buswalila
6553,batini b
6557,mungumaji
6564,iragua kati
6569,friend's corner
6570,lisimonji
6571,nsololo tankini
6572,jj
6576,mlenvya
6578,isalalo
6579,isalalo
6583,makanya a
6585,mshoka
6590,qossos
6591,barabara 7
6593,mtimbwani a
6594,mvae
6600,tuleane
6603,no 1
6604,iwanga kati
6605,kilungu
6613,mwigumbi centre
6614,mkoka
6616,shebomeza
6618,kamilangete
6621,ngana
6623,nsololo tankini
6628,benaco
6631,simha
6632,sayuni
6635,mzambaraweni
6639,igomamhuli a
6640,maliaseli
6641,masumuni
6642,mirambi
6643,masanwa
6644,isalalo
6645,ipoma
6650,zongomela
6653,mkapita
6654,tangu
6655,madizini kati
6658,katanini street
6659,gitianga 'a'
6660,ikiligano
6662,maliseni
6663,zombengalawa
6664,mugongo
6665,mabangala
6667,mji a
6675,nyambili kaskazin
6676,isawero
6678,wahe
6679,mende
6682,ismailiya
6686,mdaga
6689,mkoka
6690,kiwida
6692,kasemi
6695,ruaha kati
6696,uvinza
6699,mwantondo
6705,mganza kati
6707,kibululu
6710,ngerekwe
6711,marumbo
6735,lung'angali
6737,centre
6738,kambai
6744,tunzi
6749,mahango
6752,midahani
6754,makili a
6755,muyegeani
6757,nselembwe
6760,mirambi
6768,nakibondo
6770,madizini kati
6772,ruponda
6777,mparamawe
6778,igongolo kati
6781,ngagama
6782,kidalini
6783,usisya kati
6785,mji a
6786,namalema
6788,kaseke
6791,dofa
6792,usisya kati
6794,sangamwampuya
6801,kishiha
6804,mwandeti
6805,muhintiri
6806,amrushu kisale
6808,mtaa wa zingiziwa
6814,mbweni
6815,mji a
6816,itaja
6817,matambwe
6819,kabakara
6820,makiungu
6822,kiegeani
6825,mshoka
6827,ikangamwani
6828,mtindili
6829,matongolo
6831,mpondomo
6833,kinepa
6835,jj
6836,fungafunga
6838,isalalo
6844,kabela
6846,kilungu
6848,ngoswak
6849,ngelele
6850,nyanzenda center
6853,bukene mjini
6856,embaruway
6857,mshoka
6859,mkukwe
6865,shebomeza
6866,igongolo kati
6869,magoweko
6871,matwalani
6873,mitaga
6875,omukashenyi
6883,isuhuni
6886,mae kati
6887,iwanga kati
6892,igomamhuli a
6898,centre
6899,mkulwe kati
6902,kidalini
6907,mwabeya
6909,igo
6910,mlesa
6911,kiwela a
6913,shungubweni
6914,kishewa
6918,ng'ai
6922,mirambi
6929,nyambili kaskazin
6930,doroto
6937,lusangi
6938,kyabakari
6944,unyang'ongo
6945,mahembe kati
6950,zobogo
6951,mahango
6952,mlesa
6953,mzambaraweni
6954,lituta
6959,mengeni
6962,kaluyango
6963,no 1
6964,kyafuma
6966,nyamitoko
6967,izigira
6970,tupa
6971,centre
6973,olbili shuleni
6974,kaseke
6975,kwetongo
6980,sangamwampuya
6985,m/kati
6987,temekelo
6989,kitipwi
6991,kibana
6995,bukigi
6999,nyalikungu
7007,chakwale mjini
7011,ngerezini
7014,mankwi
7018,ilela
7021,katindiuka c
7027,kigugu
7031,mkululu
7032,kumwai
7034,msegelele
7035,makao makuu b
7037,matanda
7040,mabamba mjini
7041,no 1
7042,michenga c
7044,mikuge
7046,mnola
7047,dumanang
7049,kibohehe
7051,busale
7053,chapulwa
7057,bugumwa
7059,m/kati
7061,ishihimulwa
7064,nyambili kaskazin
7069,omukashenyi
7071,rabai
7072,ngando
7073,masia
7075,kyafuma
7076,mvae
7078,imalangi
7079,mgwasi
7083,l
7084,katoke centre
7086,kamilangete
7087,omukashenyi
7088,mkula a
7090,nyashishi
7092,mbae mashariki
7093,mvae
7094,rwisaka
7098,nemba
7099,kamsamba kati
7101,usita
7102,nsololo tankini
7103,hinjiri
7105,mbae mashariki
7106,kitui
7109,usomeke
7112,godauni a
7116,godauni a
7118,shuleni street
7121,hemwambo
7123,tewe
7125,itungulu
7126,jj
7129,kilama a
7131,kabwana
7132,mshoka
7133,mlesa
7136,bugumwa
7139,chakahaya
7145,mzambaraweni
7146,machengere
7149,manga magharibi
7150,nyarukongogo a
7151,nzihi b
7155,mankwi
7156,makiweru
7157,kilalanic
7163,stand a
7167,kiverenge
7170,amuhama
7172,idopedope
7176,mailimia
7177,plot
7179,kibama
7180,mofi
7184,wita
7186,shanga
7189,rutenge a
7190,makovo
7191,dinyanga
7192,mbweni
7193,sangamwampuya
7194,moteti
7195,kisumba kati
7198,kanalunwa
7199,junjuhu
7200,mnadan
7206,moteti
7209,shuleni street
7210,beselini
7212,nselembwe
7213,mubamba
7214,sebuleni
7216,mshwamba
7219,pimbi
7220,lukobe
7222,matarau
7223,maji coast
7224,kigale
7225,ng'ai
7226,mubamba
7227,kibati
7228,manga magharibi
7233,mofi
7237,mkongea
7239,itugutu
7240,kinepa
7244,nyaga
7247,mhaka
7248,bukene mjini
7250,liwola
7251,difungo
7252,mkapita
7253,mishenye
7254,nyakagando
7256,nsololo tankini
7258,m/kati
7260,dofa
7262,weruweru
7266,mubamba
7270,maduka
7272,changaraw
7274,amuhama
7275,nyanghuluku
7279,senta 'a'
7280,mabamba mjini
7282,mtalala
7284,mofi
7285,katanini street
7289,nyabusozi
7290,namwawala a
7298,migege
7299,kuvukareli
7300,moteti
7303,nyamarasi
7308,buhekela
7318,buswalila
7319,vimetu
7320,tela chini
7321,usisya kati
7322,mbangamao
7323,kiondeni
7324,nselembwe
7329,mabamba mjini
7332,centre
7333,mwang'holo
7336,ngagama
7338,msanzi kati
7339,mhekela kati
7341,no 1
7343,matarura
7346,no 1
7348,lepoloseki
7349,kiwalaa
7351,imalangi
7352,nyabenge
7354,rubumba
7357,nkiniziwa c
7358,mbuyura a
7359,nyabenge
7360,mzenga a
7365,utsewa
7367,unyang'ongo
7369,kamwene
7374,wita
7379,landani
7380,zombengalawa
7382,misha
7383,namatinganya
7386,kumwai
7387,bitare kati
7388,kasanda
7393,muhintiri
7395,kibululu
7396,leshabala
7397,kigale
7399,matogolo shule
7402,kiwela a
7404,shungubweni
7405,kimira
7407,toronto
7408,siuyu
7409,amuhama
7413,mkwaja
7416,nanyati
7418,bastena
7419,kwaraa
7426,mlesa
7427,centre
7429,kagondo kaifo
7431,kapugi
7432,naimba
7433,nsambya
7434,kitwechembogo b
7435,nduta
7436,kasanda
7437,nanyati
7438,melela
7442,mria
7443,kumwai
7444,bermi a
7446,unyang'ongo
7447,ruponda
7450,kumwai
7453,fungafunga
7458,buswalila
7459,manga magharibi
7462,simbo
7466,usisya kati
7468,nyakagando
7469,ishihimulwa
7470,shebomeza
7472,ishilanga
7479,ntangala
7485,ugimu
7486,mria
7487,vumari
7489,mpondomo
7494,migambo
7496,nyabihore
7497,liwola
7498,lusangi
7499,mahango
7500,mtamba chini
7501,kihogazi
7502,igomamhuli a
7507,gweselo
7508,kanalunwa
7509,zobogo
7510,ipapa kati
7513,mubamba
7514,matongolo
7517,imalangi
7518,matongolo
7520,kambai
7522,igelango
7524,nsololo tankini
7530,kimbangulile
7534,gedamar b
7537,mlucha
7539,imalangi
7544,ikunya
7546,mashishineni
7547,nduta
7548,ipapa kati
7550,imalangi
7551,msete
7559,lukobe
7565,kigale
7567,gudedeshi
7571,nyalikungu
7572,godauni a
7582,ngumbulu
7584,sopa kati
7586,zaburi
7587,ngumbulu
7589,madizini kati
7593,kasanda
7594,mkapita
7595,mtindili
7596,kidalini
7601,kwa faki
7602,funguni
7603,bastena
7606,mnadan
7609,igegu
7611,ipilingitya
7614,mzambaraweni
7616,mubamba
7617,ruaha kati
7619,tewe
7620,mzambaraweni
7622,mitaga
7628,mlesa
7629,ngwamkanga
7630,mtoninganga
7632,mangala
7637,makili a
7638,migambo
7639,singiwe a
7640,ipombwe
7642,matarura
7645,mtaa wa zingiziwa
7646,ruaha kati
7648,kasasa
7652,mungumaji
7653,kinepa
7655,kasemi
7658,fungafunga
7660,loloiboni
7665,shambwe
7667,jj
7668,unyang'ongo
7669,ng'ai
7670,kitali
7674,mgeo
7680,jj
7681,mgwasi
7683,mikameni
7688,nangurukuru
7689,ng'ai
7691,hudumani
7692,longululu
7702,go down
7703,kahangara
7710,igo
7712,ndrumangeni
7716,nkiniziwa c
7721,nsasa
7727,weruweru
7730,mofi
7732,ugunigu
7733,tambuka relini
7734,mumigezi
7735,simha
7741,maliasili
7744,dabus
7746,lusangi
7749,maduka
7750,masa chini
7753,nyambili kaskazin
7762,maliseni
7767,mlete
7768,go down
7772,kidalini
7773,mahango
7774,katoke centre
7777,onya
